GPPractice/Area;Year;Age;Sex;AreaType;PracticeCode;PatientCount_Asthma;PatientCount_Atrial Fibrillation;PatientCount_Cancer;PatientCount_Chronic Kidney Disease (CKD);PatientCount_Chronic Obstructive Pulmonary Disease (COPD);PatientCount_Coronary Heart Disease (CHD);PatientCount_Dementia;PatientCount_Depression;PatientCount_Diabetes;PatientCount_Eating Disorder;PatientCount_Epilepsy;PatientCount_Heart Failure;PatientCount_Hypertension;PatientCount_Mental Health;PatientCount_Osteoporosis;PatientCount_Palliative Care;PatientCount_Peripheral Arterial Disease (PAD);PatientCount_Rheumatoid Arthritis;PatientCount_Stroke and TIA;Change_Asthma;Change_Atrial Fibrillation;Change_Cancer;Change_Chronic Kidney Disease (CKD);Change_Chronic Obstructive Pulmonary Disease (COPD);Change_Coronary Heart Disease (CHD);Change_Dementia;Change_Depression;Change_Diabetes;Change_Eating Disorder;Change_Epilepsy;Change_Heart Failure;Change_Hypertension;Change_Mental Health;Change_Osteoporosis;Change_Palliative Care;Change_Peripheral Arterial Disease (PAD);Change_Rheumatoid Arthritis;Change_Stroke and TIA;Rate_Asthma;Rate_Atrial Fibrillation;Rate_Cancer;Rate_Chronic Kidney Disease (CKD);Rate_Chronic Obstructive Pulmonary Disease (COPD);Rate_Coronary Heart Disease (CHD);Rate_Dementia;Rate_Depression;Rate_Diabetes;Rate_Eating Disorder;Rate_Epilepsy;Rate_Heart Failure;Rate_Hypertension;Rate_Mental Health;Rate_Osteoporosis;Rate_Palliative Care;Rate_Peripheral Arterial Disease (PAD);Rate_Rheumatoid Arthritis;Rate_Stroke and TIA
Aberdeen City Central;2022;30-34;M;Cluster;;120;0;5;5;0;0;0;268;42;5;56;0;26;33;0;0;0;0;5;62.2;;0;;;;;137.2;61.5;0;86.7;;52.9;120;;;;;;3.7;0;0.2;0.2;0;0;0;8.3;1.3;0.2;1.7;0;0.8;1;0;0;0;0;0.2
Aberdeen City Central;2022;35-39;M;Cluster;;125;5;13;10;5;0;0;258;63;0;51;5;72;42;0;0;0;5;5;45.3;0;30;100;;;;91.1;50;;70;0;30.9;40;;;;;0;4.3;0.2;0.4;0.3;0.2;0;0;8.8;2.2;0;1.7;0.2;2.5;1.4;0;0;0;0.2;0.2
Aberdeen City Central;2022;40-44;M;Cluster;;146;11;23;0;11;11;0;233;83;0;46;5;106;41;0;0;0;5;5;32.7;120;53.3;-100;120;0;;91;36.1;-100;48.4;0;27.7;105;;;;0;0;5.9;0.4;0.9;0;0.4;0.4;0;9.4;3.3;0;1.9;0.2;4.3;1.7;0;0;0;0.2;0.2
Aberdeen City Central;2022;45-49;M;Cluster;;122;10;22;5;27;39;0;217;141;0;61;10;177;51;0;5;5;5;21;40.2;100;69.2;0;12.5;50;;57.2;48.4;;32.6;100;55.3;45.7;;;;;31.2;6;0.5;1.1;0.2;1.3;1.9;0;10.6;6.9;0;3;0.5;8.7;2.5;0;0.2;0.2;0.2;1
Aberdeen City Central;2022;50-54;M;Cluster;;130;25;34;13;35;73;0;239;156;0;61;17;278;59;0;0;12;10;29;34;66.7;25.9;0;34.6;58.7;;66;39.3;;27.1;21.4;50.3;103.4;;;20;;52.6;6.7;1.3;1.7;0.7;1.8;3.7;0;12.3;8;0;3.1;0.9;14.3;3;0;0;0.6;0.5;1.5
Aberdeen City Central;2022;55-59;M;Cluster;;121;19;60;21;63;113;0;201;214;0;62;18;361;56;0;5;21;13;38;39.1;58.3;27.7;61.5;46.5;20.2;;53.4;54;;72.2;28.6;31.8;80.6;;0;5;30;35.7;7;1.1;3.5;1.2;3.6;6.5;0;11.6;12.4;0;3.6;1;20.9;3.2;0;0.3;1.2;0.8;2.2
Aberdeen City Central;2022;60-64;M;Cluster;;122;44;74;40;73;200;0;181;233;0;50;36;439;35;0;10;38;14;64;48.8;22.2;42.3;25;12.3;57.5;;32.1;34.7;;61.3;44;42.1;52.2;;100;81;180;52.4;7.6;2.8;4.6;2.5;4.6;12.5;0;11.3;14.6;0;3.1;2.2;27.4;2.2;0;0.6;2.4;0.9;4
Aberdeen City Central;2022;65-69;M;Cluster;;113;60;98;63;128;180;5;138;235;0;35;35;443;25;0;10;42;11;78;54.8;17.6;34.2;10.5;47.1;26.8;0;48.4;26.3;;25;16.7;23.1;56.2;;100;13.5;10;30;8.8;4.7;7.7;4.9;10;14.1;0.4;10.8;18.3;0;2.7;2.7;34.6;2;0;0.8;3.3;0.9;6.1
Aberdeen City Central;2022;70-74;M;Cluster;;78;85;112;93;109;166;12;79;220;0;29;38;451;15;0;11;57;11;79;30;32.8;33.3;22.4;25.3;32.8;20;61.2;27.9;;20.8;90;34.6;50;;120;39;10;12.9;7.4;8;10.6;8.8;10.3;15.7;1.1;7.5;20.8;0;2.7;3.6;42.6;1.4;0;1;5.4;1;7.5
Aberdeen City Central;2022;75-79;M;Cluster;;30;70;92;90;76;151;20;47;134;0;15;31;305;11;5;11;35;12;88;30.4;20.7;29.6;12.5;22.6;29.1;17.6;42.4;31.4;;200;14.8;26.6;120;0;120;40;140;37.5;4.7;10.9;14.4;14;11.9;23.6;3.1;7.3;20.9;0;2.3;4.8;47.6;1.7;0.8;1.7;5.5;1.9;13.7
Aberdeen City Central;2022;80-84;M;Cluster;;28;66;81;94;45;112;30;33;82;0;11;28;223;5;0;11;34;5;74;55.6;34.7;11;44.6;45.2;40;36.4;57.1;24.2;;10;55.6;34.3;;;120;25.9;0;15.6;6.9;16.2;19.9;23;11;27.5;7.4;8.1;20.1;0;2.7;6.9;54.7;1.2;0;2.7;8.3;1.2;18.1
Aberdeen City Central;2022;85plus;M;Cluster;;24;71;68;94;24;104;36;25;54;0;10;35;183;0;0;14;19;5;63;50;26.8;33.3;17.5;33.3;23.8;16.1;47.1;3.8;;100;40;18.8;;;40;26.7;;21.2;7.5;22.3;21.3;29.5;7.5;32.6;11.3;7.8;16.9;0;3.1;11;57.4;0;0;4.4;6;1.6;19.7
Aberdeen City Central;2022;All;M;Cluster;;1608;469;700;529;599;1153;108;2377;1711;32;583;254;3087;417;5;75;267;96;552;47.1;31;31.8;22.2;32.8;35.3;27.1;86.3;35.9;60;47.6;37.3;33.9;69.5;-50;74.4;34.2;71.4;29;5.3;1.6;2.3;1.7;2;3.8;0.4;7.9;5.7;0.1;1.9;0.8;10.2;1.4;0;0.2;0.9;0.3;1.8
Aberdeen City Central;2023;00-04;M;Cluster;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.7;;;;;;;;;;;;;;;;;;;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City Central;2023;05-09;M;Cluster;;49;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2.1;;;;;;;;;;-50;;;;;;;;;3.2;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
Aberdeen City Central;2023;10-14;M;Cluster;;68;0;0;0;0;0;0;5;5;0;16;0;0;0;0;0;0;0;0;-5.6;;;;;;;0;0;;23.1;;;;;;;;;4.7;0;0;0;0;0;0;0.3;0.3;0;1.1;0;0;0;0;0;0;0;0
Aberdeen City Central;2023;15-19;M;Cluster;;64;0;0;0;0;0;0;12;10;0;21;0;5;0;0;0;0;0;0;-5.9;;;;;;;-14.3;0;;-8.7;;0;-100;;;;;;4.8;0;0;0;0;0;0;0.9;0.8;0;1.6;0;0.4;0;0;0;0;0;0
Aberdeen City Central;2023;20-24;M;Cluster;;86;0;0;0;0;0;0;150;15;0;23;0;5;15;0;0;0;0;0;-28.9;;-100;;;;;-21.1;50;-100;9.5;;0;7.1;;;;;;4.3;0;0;0;0;0;0;7.6;0.8;0;1.2;0;0.3;0.8;0;0;0;0;0
Aberdeen City Central;2023;25-29;M;Cluster;;128;0;10;0;0;0;0;251;24;10;34;0;18;27;0;0;0;0;0;0.8;;-9.1;;;;;0.4;-11.1;100;9.7;;20;3.8;;;;;;4.2;0;0.3;0;0;0;0;8.2;0.8;0.3;1.1;0;0.6;0.9;0;0;0;0;0
Aberdeen City Central;2023;30-34;M;Cluster;;121;0;5;0;0;0;0;259;37;10;47;0;27;34;0;0;0;0;5;0.8;;0;-100;;;;-3.4;-11.9;100;-16.1;;3.8;3;;;;;0;3.8;0;0.2;0;0;0;0;8;1.1;0.3;1.5;0;0.8;1.1;0;0;0;0;0.2
Aberdeen City Central;2023;35-39;M;Cluster;;110;0;11;11;5;5;0;273;66;0;49;5;73;42;0;0;0;5;5;-12;-100;-15.4;10;0;;;5.8;4.8;;-3.9;0;1.4;0;;;;0;0;3.6;0;0.4;0.4;0.2;0.2;0;9;2.2;0;1.6;0.2;2.4;1.4;0;0;0;0.2;0.2
Aberdeen City Central;2023;40-44;M;Cluster;;142;10;26;0;13;10;0;249;90;5;45;5;116;47;0;0;5;5;10;-2.7;-9.1;13;;18.2;-9.1;;6.9;8.4;;-2.2;0;9.4;14.6;;;;0;100;5.3;0.4;1;0;0.5;0.4;0;9.3;3.3;0.2;1.7;0.2;4.3;1.7;0;0;0.2;0.2;0.4
Aberdeen City Central;2023;45-49;M;Cluster;;111;12;20;5;28;34;0;205;140;5;52;5;177;48;0;5;5;5;19;-9;20;-9.1;0;3.7;-12.8;;-5.5;-0.7;;-14.8;-50;0;-5.9;;0;0;0;-9.5;5.4;0.6;1;0.2;1.4;1.7;0;10;6.8;0.2;2.5;0.2;8.6;2.3;0;0.2;0.2;0.2;0.9
Aberdeen City Central;2023;50-54;M;Cluster;;130;21;35;10;33;61;0;241;174;0;64;11;277;56;0;0;11;10;28;0;-16;2.9;-23.1;-5.7;-16.4;;0.8;11.5;;4.9;-35.3;-0.4;-5.1;;;-8.3;0;-3.4;6.5;1.1;1.8;0.5;1.7;3.1;0;12.1;8.7;0;3.2;0.6;13.9;2.8;0;0;0.6;0.5;1.4
Aberdeen City Central;2023;55-59;M;Cluster;;125;24;54;23;61;114;0;192;213;0;59;25;353;56;0;5;16;12;39;3.3;26.3;-10;9.5;-3.2;0.9;;-4.5;-0.5;;-4.8;38.9;-2.2;0;;0;-23.8;-7.7;2.6;7.3;1.4;3.1;1.3;3.6;6.6;0;11.2;12.4;0;3.4;1.5;20.5;3.3;0;0.3;0.9;0.7;2.3
Aberdeen City Central;2023;60-64;M;Cluster;;124;38;78;48;76;184;5;174;246;5;52;32;432;38;0;10;41;15;57;1.6;-13.6;5.4;20;4.1;-8;;-3.9;5.6;;4;-11.1;-1.6;8.6;;0;7.9;7.1;-10.9;7.8;2.4;4.9;3;4.8;11.5;0.3;10.9;15.4;0.3;3.3;2;27.1;2.4;0;0.6;2.6;0.9;3.6
Aberdeen City Central;2023;65-69;M;Cluster;;117;67;94;67;129;204;5;149;245;0;39;34;461;30;0;10;38;14;80;3.5;11.7;-4.1;6.3;0.8;13.3;0;8;4.3;;11.4;-2.9;4.1;20;;0;-9.5;27.3;2.6;8.6;4.9;6.9;4.9;9.5;15;0.4;10.9;18;0;2.9;2.5;33.9;2.2;0;0.7;2.8;1;5.9
Aberdeen City Central;2023;70-74;M;Cluster;;79;77;115;98;98;176;12;88;229;0;24;39;442;19;0;10;50;10;87;1.3;-9.4;2.7;5.4;-10.1;6;0;11.4;4.1;;-17.2;2.6;-2;26.7;;-9.1;-12.3;-9.1;10.1;7.7;7.5;11.1;9.5;9.5;17.1;1.2;8.5;22.2;0;2.3;3.8;42.8;1.8;0;1;4.8;1;8.4
Aberdeen City Central;2023;75-79;M;Cluster;;42;71;96;96;82;141;23;54;160;0;19;29;339;12;0;16;44;16;75;40;1.4;4.3;6.7;7.9;-6.6;15;14.9;19.4;;26.7;-6.5;11.1;9.1;-100;45.5;25.7;33.3;-14.8;5.9;10;13.5;13.5;11.5;19.9;3.2;7.6;22.5;0;2.7;4.1;47.7;1.7;0;2.3;6.2;2.3;10.6
Aberdeen City Central;2023;80-84;M;Cluster;;27;57;75;84;41;109;22;28;68;0;5;25;189;0;0;10;25;0;64;-3.6;-13.6;-7.4;-10.6;-8.9;-2.7;-26.7;-15.2;-17.1;;-54.5;-10.7;-15.2;-100;;-9.1;-26.5;-100;-13.5;7;14.8;19.4;21.8;10.6;28.2;5.7;7.3;17.6;0;1.3;6.5;49;0;0;2.6;6.5;0;16.6
Aberdeen City Central;2023;85plus;M;Cluster;;25;78;71;94;28;106;47;17;68;0;11;25;202;5;0;19;24;10;76;4.2;9.9;4.4;0;16.7;1.9;30.6;-32;25.9;;10;-28.6;10.4;;;35.7;26.3;100;20.6;7.1;22.2;20.2;26.7;8;30.1;13.4;4.8;19.3;0;3.1;7.1;57.4;1.4;0;5.4;6.8;2.8;21.6
Aberdeen City Central;2023;All;M;Cluster;;1560;461;696;542;595;1145;112;2345;1792;37;570;233;3114;432;5;83;257;101;545;-3;-1.7;-0.6;2.5;-0.7;-0.7;3.7;-1.3;4.7;15.6;-2.2;-8.3;0.9;3.6;0;10.7;-3.7;5.2;-1.3;5.1;1.5;2.3;1.8;1.9;3.7;0.4;7.6;5.8;0.1;1.9;0.8;10.1;1.4;0;0.3;0.8;0.3;1.8
Aberdeen City North;2018;00-04;M;Cluster;;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City North;2018;05-09;M;Cluster;;52;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;3.5;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
Aberdeen City North;2018;10-14;M;Cluster;;91;0;5;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;7.6;0;0.4;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0
Aberdeen City North;2018;15-19;M;Cluster;;70;0;5;0;0;0;0;12;10;0;13;0;5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.7;0;0.3;0;0;0;0;0.8;0.7;0;0.9;0;0.3;0;0;0;0;0;0
Aberdeen City North;2018;20-24;M;Cluster;;151;0;5;0;0;0;0;88;16;5;22;0;5;17;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.8;0;0.2;0;0;0;0;2.8;0.5;0.2;0.7;0;0.2;0.5;0;0;0;0;0
Aberdeen City North;2018;25-29;M;Cluster;;130;0;10;5;0;0;0;146;21;5;38;0;12;10;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.2;0;0.3;0.2;0;0;0;4.7;0.7;0.2;1.2;0;0.4;0.3;0;0;0;0;0
Aberdeen City North;2018;30-34;M;Cluster;;121;0;10;0;0;0;0;156;20;5;28;5;21;13;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;4.4;0;0.4;0;0;0;0;5.6;0.7;0.2;1;0.2;0.8;0.5;0;0;0;0;0
Aberdeen City North;2018;35-39;M;Cluster;;146;10;17;5;5;5;0;180;32;5;42;0;42;26;0;0;0;5;5;;;;;;;;;;;;;;;;;;;;5.9;0.4;0.7;0.2;0.2;0.2;0;7.3;1.3;0.2;1.7;0;1.7;1.1;0;0;0;0.2;0.2
Aberdeen City North;2018;40-44;M;Cluster;;139;5;16;5;10;14;0;160;75;0;39;0;95;20;0;0;5;0;10;;;;;;;;;;;;;;;;;;;;7.1;0.3;0.8;0.3;0.5;0.7;0;8.2;3.8;0;2;0;4.9;1;0;0;0.3;0;0.5
Aberdeen City North;2018;45-49;M;Cluster;;132;10;19;5;11;30;0;157;68;5;35;0;168;22;0;0;5;5;13;;;;;;;;;;;;;;;;;;;;7.3;0.6;1.1;0.3;0.6;1.7;0;8.7;3.8;0.3;1.9;0;9.3;1.2;0;0;0.3;0.3;0.7
Aberdeen City North;2018;50-54;M;Cluster;;119;10;39;15;24;48;0;170;114;0;36;5;249;23;0;0;10;10;24;;;;;;;;;;;;;;;;;;;;6.5;0.6;2.1;0.8;1.3;2.6;0;9.4;6.3;0;2;0.3;13.7;1.3;0;0;0.6;0.6;1.3
Aberdeen City North;2018;55-59;M;Cluster;;121;20;40;17;32;93;0;133;166;0;31;19;357;23;0;0;24;10;39;;;;;;;;;;;;;;;;;;;;7.6;1.3;2.5;1.1;2;5.9;0;8.4;10.5;0;2;1.2;22.5;1.4;0;0;1.5;0.6;2.5
Aberdeen City North;2018;60-64;M;Cluster;;94;46;72;34;54;117;5;112;204;0;38;10;485;13;0;5;31;20;55;;;;;;;;;;;;;;;;;;;;6.1;3;4.6;2.2;3.5;7.5;0.3;7.2;13.2;0;2.5;0.6;31.3;0.8;0;0.3;2;1.3;3.5
Aberdeen City North;2018;65-69;M;Cluster;;95;69;81;62;71;191;10;86;216;0;36;29;537;18;0;0;52;10;68;;;;;;;;;;;;;;;;;;;;7.1;5.2;6.1;4.6;5.3;14.3;0.7;6.4;16.1;0;2.7;2.2;40.1;1.3;0;0;3.9;0.7;5.1
Aberdeen City North;2018;70-74;M;Cluster;;70;71;109;93;86;208;10;65;197;0;15;38;451;11;0;12;42;15;81;;;;;;;;;;;;;;;;;;;;6.8;6.9;10.6;9.1;8.4;20.3;1;6.3;19.2;0;1.5;3.7;44;1.1;0;1.2;4.1;1.5;7.9
Aberdeen City North;2018;75-79;M;Cluster;;53;74;99;92;74;165;29;34;140;0;11;36;323;10;5;14;44;10;62;;;;;;;;;;;;;;;;;;;;8.2;11.4;15.3;14.2;11.4;25.5;4.5;5.2;21.6;0;1.7;5.6;49.8;1.5;0.8;2.2;6.8;1.5;9.6
Aberdeen City North;2018;80-84;M;Cluster;;41;60;92;108;45;137;41;23;80;0;18;34;259;5;0;19;36;5;72;;;;;;;;;;;;;;;;;;;;8.8;12.9;19.8;23.3;9.7;29.5;8.8;5;17.2;0;3.9;7.3;55.8;1.1;0;4.1;7.8;1.1;15.5
Aberdeen City North;2018;85plus;M;Cluster;;12;69;59;107;31;99;43;10;38;0;5;27;168;0;0;22;14;5;63;;;;;;;;;;;;;;;;;;;;4.1;23.8;20.3;36.9;10.7;34.1;14.8;3.4;13.1;0;1.7;9.3;57.9;0;0;7.6;4.8;1.7;21.7
Aberdeen City North;2018;All;M;Cluster;;1659;445;674;547;439;1105;137;1531;1399;33;424;207;3176;211;11;77;259;90;489;;;;;;;;;;;;;;;;;;;;5.6;1.5;2.3;1.8;1.5;3.7;0.5;5.2;4.7;0.1;1.4;0.7;10.7;0.7;0;0.3;0.9;0.3;1.6
Aberdeen City North;2019;00-04;M;Cluster;;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.4;;;;;;;;;;;;;;;;;;;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen City North;2019;05-09;M;Cluster;;53;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1.9;;;;;;;;;;0;;;;;;;;;3.6;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
Aberdeen City North;2019;10-14;M;Cluster;;86;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;-5.5;;-100;;;;;;;;-50;;;;;;;;;6.7;0;0;0;0;0;0;0;0.4;0;0.4;0;0;0;0;0;0;0;0
Aberdeen City North;2019;15-19;M;Cluster;;65;0;5;0;0;0;0;10;10;0;14;0;5;0;0;0;0;0;0;-7.1;;0;;;;;-16.7;0;;7.7;;0;;;;;;;4.4;0;0.3;0;0;0;0;0.7;0.7;0;0.9;0;0.3;0;0;0;0;0;0
Aberdeen City North;2019;20-24;M;Cluster;;131;0;5;0;0;0;0;88;16;5;21;0;5;17;0;0;0;0;0;-13.2;;0;;;;;0;0;0;-4.5;;0;0;;;;;;4.3;0;0.2;0;0;0;0;2.9;0.5;0.2;0.7;0;0.2;0.6;0;0;0;0;0
Aberdeen City North;2019;25-29;M;Cluster;;131;0;11;5;0;0;0;138;17;5;37;0;12;10;0;0;0;0;0;0.8;;10;0;;;;-5.5;-19;0;-2.6;;0;0;;;;;;4.3;0;0.4;0.2;0;0;0;4.5;0.6;0.2;1.2;0;0.4;0.3;0;0;0;0;0
Aberdeen City North;2019;30-34;M;Cluster;;128;0;10;0;0;0;0;153;21;5;31;5;24;15;0;0;0;5;0;5.8;;0;;;;;-1.9;5;0;10.7;0;14.3;15.4;;;;;;4.7;0;0.4;0;0;0;0;5.6;0.8;0.2;1.1;0.2;0.9;0.5;0;0;0;0.2;0
Aberdeen City North;2019;35-39;M;Cluster;;140;5;18;5;5;5;0;196;36;5;45;0;45;24;0;0;0;5;5;-4.1;-50;5.9;0;0;0;;8.9;12.5;0;7.1;;7.1;-7.7;;;;0;0;5.5;0.2;0.7;0.2;0.2;0.2;0;7.7;1.4;0.2;1.8;0;1.8;0.9;0;0;0;0.2;0.2
Aberdeen City North;2019;40-44;M;Cluster;;127;5;19;5;5;15;0;157;62;5;32;0;79;24;0;0;0;0;10;-8.6;0;18.8;0;-50;7.1;;-1.9;-17.3;;-17.9;;-16.8;20;;;-100;;0;6.5;0.3;1;0.3;0.3;0.8;0;8;3.2;0.3;1.6;0;4;1.2;0;0;0;0;0.5
Aberdeen City North;2019;45-49;M;Cluster;;143;15;18;5;13;36;0;165;87;5;46;5;177;19;0;0;5;5;12;8.3;50;-5.3;0;18.2;20;;5.1;27.9;0;31.4;;5.4;-13.6;;;0;0;-7.7;7.8;0.8;1;0.3;0.7;2;0;9;4.7;0.3;2.5;0.3;9.6;1;0;0;0.3;0.3;0.7
Aberdeen City North;2019;50-54;M;Cluster;;133;10;42;15;24;50;0;166;119;0;35;10;254;22;0;5;10;10;26;11.8;0;7.7;0;0;4.2;;-2.4;4.4;;-2.8;100;2;-4.3;;;0;0;8.3;7.4;0.6;2.4;0.8;1.3;2.8;0;9.3;6.7;0;2;0.6;14.2;1.2;0;0.3;0.6;0.6;1.5
Aberdeen City North;2019;55-59;M;Cluster;;117;17;41;18;42;91;0;145;155;0;34;14;341;30;0;0;16;5;35;-3.3;-15;2.5;5.9;31.2;-2.2;;9;-6.6;;9.7;-26.3;-4.5;30.4;;;-33.3;-50;-10.3;7.2;1;2.5;1.1;2.6;5.6;0;8.9;9.5;0;2.1;0.9;21;1.8;0;0;1;0.3;2.2
Aberdeen City North;2019;60-64;M;Cluster;;92;44;58;31;58;122;5;120;222;0;32;15;488;15;0;5;35;23;46;-2.1;-4.3;-19.4;-8.8;7.4;4.3;0;7.1;8.8;;-15.8;50;0.6;15.4;;0;12.9;15;-16.4;6;2.8;3.8;2;3.8;7.9;0.3;7.8;14.4;0;2.1;1;31.6;1;0;0.3;2.3;1.5;3
Aberdeen City North;2019;65-69;M;Cluster;;104;75;102;69;77;190;10;95;216;0;37;31;556;20;0;5;52;10;87;9.5;8.7;25.9;11.3;8.5;-0.5;0;10.5;0;;2.8;6.9;3.5;11.1;;;0;0;27.9;7.6;5.5;7.4;5;5.6;13.8;0.7;6.9;15.7;0;2.7;2.3;40.4;1.5;0;0.4;3.8;0.7;6.3
Aberdeen City North;2019;70-74;M;Cluster;;73;80;120;95;74;211;10;66;217;0;22;43;479;12;0;13;44;11;79;4.3;12.7;10.1;2.2;-14;1.4;0;1.5;10.2;;46.7;13.2;6.2;9.1;;8.3;4.8;-26.7;-2.5;6.6;7.3;10.9;8.6;6.7;19.2;0.9;6;19.7;0;2;3.9;43.5;1.1;0;1.2;4;1;7.2
Aberdeen City North;2019;75-79;M;Cluster;;54;73;93;85;79;165;23;35;152;0;11;33;333;10;5;10;48;14;70;1.9;-1.4;-6.1;-7.6;6.8;0;-20.7;2.9;8.6;;0;-8.3;3.1;0;0;-28.6;9.1;40;12.9;8;10.8;13.8;12.6;11.7;24.4;3.4;5.2;22.5;0;1.6;4.9;49.3;1.5;0.7;1.5;7.1;2.1;10.4
Aberdeen City North;2019;80-84;M;Cluster;;38;70;100;118;60;146;47;21;81;0;16;42;258;5;5;15;38;5;76;-7.3;16.7;8.7;9.3;33.3;6.6;14.6;-8.7;1.2;;-11.1;23.5;-0.4;0;;-21.1;5.6;0;5.6;8;14.7;21;24.8;12.6;30.7;9.9;4.4;17;0;3.4;8.8;54.2;1.1;1.1;3.2;8;1.1;16
Aberdeen City North;2019;85plus;M;Cluster;;17;60;62;102;29;100;41;10;45;0;5;32;177;0;0;26;16;5;55;41.7;-13;5.1;-4.7;-6.5;1;-4.7;0;18.4;;0;18.5;5.4;;;18.2;14.3;0;-12.7;5.6;19.6;20.3;33.3;9.5;32.7;13.4;3.3;14.7;0;1.6;10.5;57.8;0;0;8.5;5.2;1.6;18
Aberdeen City North;2019;All;M;Cluster;;1662;457;703;551;465;1129;138;1563;1460;32;432;230;3232;225;10;81;266;92;500;0.2;2.7;4.3;0.7;5.9;2.2;0.7;2.1;4.4;-3;1.9;11.1;1.8;6.6;-9.1;5.2;2.7;2.2;2.2;5.6;1.5;2.4;1.8;1.6;3.8;0.5;5.2;4.9;0.1;1.4;0.8;10.8;0.8;0;0.3;0.9;0.3;1.7
Aberdeen City North;2020;00-04;M;Cluster;;20;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;-33.3;;;;;;;;;;;;;;;;;;;1.3;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
Aberdeen City North;2020;05-09;M;Cluster;;59;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;11.3;;;;;;;;;;0;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
Aberdeen City North;2020;10-14;M;Cluster;;83;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;-3.5;;;;;;;;0;;0;;;;;;;;;6.1;0;0;0;0;0;0;0;0.4;0;0.4;0;0;0;0;0;0;0;0
Aberdeen City North;2020;15-19;M;Cluster;;92;0;5;0;0;0;0;12;5;0;15;0;5;0;0;0;0;0;0;41.5;;0;;;;;20;-50;;7.1;;0;;;;;;;6.1;0;0.3;0;0;0;0;0.8;0.3;0;1;0;0.3;0;0;0;0;0;0
Aberdeen City North;2020;20-24;M;Cluster;;127;0;5;0;0;0;0;59;18;5;25;0;0;13;0;0;0;0;0;-3.1;;0;;;;;-33;12.5;0;19;;-100;-23.5;;;;;;4.3;0;0.2;0;0;0;0;2;0.6;0.2;0.8;0;0;0.4;0;0;0;0;0
Aberdeen City North;2020;25-29;M;Cluster;;151;5;10;5;0;0;0;134;16;0;28;0;10;17;0;0;0;0;0;15.3;;-9.1;0;;;;-2.9;-5.9;-100;-24.3;;-16.7;70;;;;;;5.1;0.2;0.3;0.2;0;0;0;4.5;0.5;0;0.9;0;0.3;0.6;0;0;0;0;0
Aberdeen City North;2020;30-34;M;Cluster;;141;0;12;0;0;0;0;179;28;5;37;5;16;14;0;0;0;5;0;10.2;;20;;;;;17;33.3;0;19.4;0;-33.3;-6.7;;;;0;;5;0;0.4;0;0;0;0;6.4;1;0.2;1.3;0.2;0.6;0.5;0;0;0;0.2;0
Aberdeen City North;2020;35-39;M;Cluster;;150;5;17;0;0;5;0;193;28;5;46;0;45;17;0;0;0;0;5;7.1;0;-5.6;-100;-100;0;;-1.5;-22.2;0;2.2;;0;-29.2;;;;-100;0;5.8;0.2;0.7;0;0;0.2;0;7.5;1.1;0.2;1.8;0;1.7;0.7;0;0;0;0;0.2
Aberdeen City North;2020;40-44;M;Cluster;;135;5;21;5;10;10;0;172;74;5;34;0;84;28;0;0;0;5;5;6.3;0;10.5;0;100;-33.3;;9.6;19.4;0;6.2;;6.3;16.7;;;;;-50;6.4;0.2;1;0.2;0.5;0.5;0;8.1;3.5;0.2;1.6;0;4;1.3;0;0;0;0.2;0.2
